Date,Open,High,Low,Close,Adj Close,Volume
2015-12-02,64.5,64.5,64.5,64.5,64.5,10
2015-12-07,78.9000015258789,78.9000015258789,78.9000015258789,78.9000015258789,78.9000015258789,1
2015-12-23,77.5,77.5,77.5,77.5,77.5,10
2015-12-24,77.5,77.5,77.5,77.5,77.5,0
2015-12-28,77.5,77.5,77.5,77.5,77.5,0
2015-12-29,77.5,77.5,77.5,77.5,77.5,0
2015-12-30,77.5,77.5,77.5,77.5,77.5,0
2015-12-31,77.5,77.5,77.5,77.5,77.5,0
2016-01-01,77.5,77.5,77.5,77.5,77.5,0
2016-01-04,77.5,77.5,77.5,77.5,77.5,0
2016-01-05,77.5,77.5,77.5,77.5,77.5,0
2016-01-06,77.5,77.5,77.5,77.5,77.5,0
2016-01-07,77.5,77.5,77.5,77.5,77.5,0
2016-01-08,77.5,77.5,77.5,77.5,77.5,0
2016-01-11,77.5,77.5,77.5,77.5,77.5,0
2016-01-12,77.5,77.5,77.5,77.5,77.5,0
2016-01-13,77.5,77.5,77.5,77.5,77.5,0
2016-01-14,77.5,77.5,77.5,77.5,77.5,0
2016-01-15,77.5,77.5,77.5,77.5,77.5,0
2016-01-18,77.5,77.5,77.5,77.5,77.5,0
2016-01-19,77.5,77.5,77.5,77.5,77.5,0
2016-01-20,77.5,77.5,77.5,77.5,77.5,0
2016-01-21,77.5,77.5,77.5,77.5,77.5,0
2016-01-22,77.5,77.5,77.5,77.5,77.5,0
2016-01-25,77.5,77.5,77.5,77.5,77.5,0
2016-01-27,77.5,77.5,77.5,77.5,77.5,0
2016-01-28,77.5,77.5,77.5,77.5,77.5,0
2016-01-29,77.5,77.5,77.5,77.5,77.5,0
2016-02-01,77.5,77.5,77.5,77.5,77.5,0
2016-02-02,77.5,77.5,77.5,77.5,77.5,0
2016-02-03,77.5,77.5,77.5,77.5,77.5,0
2016-02-04,77.5,77.5,77.5,77.5,77.5,0
2016-02-05,77.5,77.5,77.5,77.5,77.5,0
2016-02-08,77.5,77.5,77.5,77.5,77.5,0
2016-02-09,77.5,77.5,77.5,77.5,77.5,0
2016-02-10,77.5,77.5,77.5,77.5,77.5,0
2016-02-11,77.5,77.5,77.5,77.5,77.5,0
2016-02-12,77.5,77.5,77.5,77.5,77.5,0
2016-02-15,77.5,77.5,77.5,77.5,77.5,0
2016-02-16,77.5,77.5,77.5,77.5,77.5,0
2016-02-17,77.5,77.5,77.5,77.5,77.5,0
2016-02-18,77.5,77.5,77.5,77.5,77.5,0
2016-02-19,77.5,77.5,77.5,77.5,77.5,0
2016-02-22,77.5,77.5,77.5,77.5,77.5,0
2016-02-23,77.5,77.5,77.5,77.5,77.5,0
2016-02-24,77.5,77.5,77.5,77.5,77.5,0
2016-02-25,77.5,77.5,77.5,77.5,77.5,0
2016-02-26,77.5,77.5,77.5,77.5,77.5,0
2016-02-29,77.5,77.5,77.5,77.5,77.5,0
2016-03-01,77.5,77.5,77.5,77.5,77.5,0
2016-03-02,77.5,77.5,77.5,77.5,77.5,0
2016-03-03,77.5,77.5,77.5,77.5,77.5,0
2016-03-04,77.5,77.5,77.5,77.5,77.5,0
2016-03-08,77.5,77.5,77.5,77.5,77.5,0
2016-03-09,77.5,77.5,77.5,77.5,77.5,0
2016-03-10,77.5,77.5,77.5,77.5,77.5,0
2016-03-11,77.5,77.5,77.5,77.5,77.5,0
2016-03-14,77.5,77.5,77.5,77.5,77.5,0
2016-03-15,77.5,77.5,77.5,77.5,77.5,0
2016-03-16,77.5,77.5,77.5,77.5,77.5,0
2016-03-17,77.5,77.5,77.5,77.5,77.5,0
2016-03-18,77.5,77.5,77.5,77.5,77.5,0
2016-03-21,77.5,77.5,77.5,77.5,77.5,0
2016-03-22,77.5,77.5,77.5,77.5,77.5,0
2016-03-23,77.5,77.5,77.5,77.5,77.5,0
2016-03-28,77.5,77.5,77.5,77.5,77.5,0
2016-03-29,77.5,77.5,77.5,77.5,77.5,0
2016-03-30,77.5,77.5,77.5,77.5,77.5,0
2016-03-31,80.0,80.0,80.0,80.0,80.0,1250
2016-04-01,77.5,77.5,77.5,77.5,77.5,0
2016-04-04,77.5,77.5,77.5,77.5,77.5,0
2016-04-05,77.5,77.5,77.5,77.5,77.5,0
2016-04-06,77.5,77.5,77.5,77.5,77.5,0
2016-04-07,77.5,77.5,77.5,77.5,77.5,0
2016-04-08,77.5,77.5,77.5,77.5,77.5,0
2016-04-11,77.5,77.5,77.5,77.5,77.5,0
2016-04-12,77.5,77.5,77.5,77.5,77.5,0
2016-04-13,77.5,77.5,77.5,77.5,77.5,0
2016-04-18,77.5,77.5,77.5,77.5,77.5,0
2016-04-20,77.5,77.5,77.5,77.5,77.5,0
2016-04-21,77.5,77.5,77.5,77.5,77.5,0
2016-04-22,77.5,77.5,77.5,77.5,77.5,0
2016-04-25,77.5,77.5,77.5,77.5,77.5,0
2016-04-26,77.5,77.5,77.5,77.5,77.5,0
2016-04-27,77.5,77.5,77.5,77.5,77.5,0
2016-04-28,77.5,77.5,77.5,77.5,77.5,0
2016-04-29,77.5,77.5,77.5,77.5,77.5,0
2016-05-02,77.5,77.5,77.5,77.5,77.5,0
2016-05-03,77.5,77.5,77.5,77.5,77.5,0
2016-05-04,77.5,77.5,77.5,77.5,77.5,0
2016-05-05,77.5,77.5,77.5,77.5,77.5,0
2016-05-06,77.5,77.5,77.5,77.5,77.5,0
2016-05-09,77.5,77.5,77.5,77.5,77.5,0
2016-05-10,77.5,77.5,77.5,77.5,77.5,0
2016-05-11,77.5,77.5,77.5,77.5,77.5,0
2016-05-12,77.5,77.5,77.5,77.5,77.5,0
2016-05-13,77.5,77.5,77.5,77.5,77.5,0
2016-05-16,77.5,77.5,77.5,77.5,77.5,0
2016-05-17,77.5,77.5,77.5,77.5,77.5,0
2016-05-18,77.5,77.5,77.5,77.5,77.5,0
2016-05-19,77.5,77.5,77.5,77.5,77.5,0
2016-05-20,77.5,77.5,77.5,77.5,77.5,0
2016-05-23,77.5,77.5,77.5,77.5,77.5,0
2016-05-24,77.5,77.5,77.5,77.5,77.5,0
2016-05-25,77.5,77.5,77.5,77.5,77.5,0
2016-05-26,77.5,77.5,77.5,77.5,77.5,0
2016-05-27,77.5,77.5,77.5,77.5,77.5,0
2016-05-30,77.5,77.5,77.5,77.5,77.5,0
2016-05-31,77.5,77.5,77.5,77.5,77.5,0
2016-06-01,77.5,77.5,77.5,77.5,77.5,0
2016-06-02,77.5,77.5,77.5,77.5,77.5,0
2016-06-03,77.5,77.5,77.5,77.5,77.5,0
2016-06-06,77.5,77.5,77.5,77.5,77.5,0
2016-06-07,77.5,77.5,77.5,77.5,77.5,0
2016-06-08,77.5,77.5,77.5,77.5,77.5,0
2016-06-09,77.5,77.5,77.5,77.5,77.5,0
2016-06-10,77.5,77.5,77.5,77.5,77.5,0
2016-06-13,77.5,77.5,77.5,77.5,77.5,0
2016-06-14,77.5,77.5,77.5,77.5,77.5,0
2016-06-15,77.5,77.5,77.5,77.5,77.5,0
2016-06-16,77.5,77.5,77.5,77.5,77.5,0
2016-06-17,77.5,77.5,77.5,77.5,77.5,0
2016-06-20,77.5,77.5,77.5,77.5,77.5,0
2016-06-21,77.5,77.5,77.5,77.5,77.5,0
2016-06-22,77.5,77.5,77.5,77.5,77.5,0
2016-06-23,77.5,77.5,77.5,77.5,77.5,0
2016-06-24,77.5,77.5,77.5,77.5,77.5,0
2016-06-27,77.5,77.5,77.5,77.5,77.5,0
2016-06-28,77.5,77.5,77.5,77.5,77.5,0
2016-06-29,77.5,77.5,77.5,77.5,77.5,0
2016-06-30,77.5,77.5,77.5,77.5,77.5,0
2016-07-01,77.5,77.5,77.5,77.5,77.5,0
2016-07-04,77.5,77.5,77.5,77.5,77.5,0
2016-07-05,77.5,77.5,77.5,77.5,77.5,0
2016-07-07,77.5,77.5,77.5,77.5,77.5,0
2016-07-08,77.5,77.5,77.5,77.5,77.5,0
2016-07-11,77.5,77.5,77.5,77.5,77.5,0
2016-07-12,77.5,77.5,77.5,77.5,77.5,0
2016-07-13,77.5,77.5,77.5,77.5,77.5,0
2016-07-14,77.5,77.5,77.5,77.5,77.5,0
2016-07-15,77.5,77.5,77.5,77.5,77.5,0
2016-07-18,77.5,77.5,77.5,77.5,77.5,0
2016-07-19,77.5,77.5,77.5,77.5,77.5,0
2016-07-20,77.5,77.5,77.5,77.5,77.5,0
2016-07-21,77.5,77.5,77.5,77.5,77.5,0
2016-07-22,77.5,77.5,77.5,77.5,77.5,0
2016-07-25,77.5,77.5,77.5,77.5,77.5,0
2016-07-26,77.5,77.5,77.5,77.5,77.5,0
2016-07-27,77.5,77.5,77.5,77.5,77.5,0
2016-07-28,77.5,77.5,77.5,77.5,77.5,0
2016-07-29,80.0,80.0,80.0,80.0,80.0,63
2016-08-01,77.5,77.5,77.5,77.5,77.5,0
2016-08-02,77.5,77.5,77.5,77.5,77.5,0
2016-08-03,77.5,77.5,77.5,77.5,77.5,0
2016-08-04,77.5,77.5,77.5,77.5,77.5,0
2016-08-05,77.5,77.5,77.5,77.5,77.5,0
2016-08-08,77.5,77.5,77.5,77.5,77.5,0
2016-08-09,77.5,77.5,77.5,77.5,77.5,0
2016-08-10,77.5,77.5,77.5,77.5,77.5,0
2016-08-11,77.5,77.5,77.5,77.5,77.5,0
2016-08-12,77.5,77.5,77.5,77.5,77.5,0
2016-08-16,77.5,77.5,77.5,77.5,77.5,0
2016-08-17,77.5,77.5,77.5,77.5,77.5,0
2016-08-18,77.5,77.5,77.5,77.5,77.5,0
2016-08-19,77.5,77.5,77.5,77.5,77.5,0
2016-08-22,77.5,77.5,77.5,77.5,77.5,0
2016-08-23,77.5,77.5,77.5,77.5,77.5,0
2016-08-24,77.5,77.5,77.5,77.5,77.5,0
2016-08-25,77.5,77.5,77.5,77.5,77.5,0
2016-08-26,77.5,77.5,77.5,77.5,77.5,0
2016-08-29,77.5,77.5,77.5,77.5,77.5,0
2016-08-30,77.5,77.5,77.5,77.5,77.5,0
2016-08-31,77.5,77.5,77.5,77.5,77.5,0
2016-09-01,77.5,77.5,77.5,77.5,77.5,0
2016-09-02,77.5,77.5,77.5,77.5,77.5,0
2016-09-06,77.5,77.5,77.5,77.5,77.5,0
2016-09-07,77.5,77.5,77.5,77.5,77.5,0
2016-09-08,77.5,77.5,77.5,77.5,77.5,0
2016-09-09,77.5,77.5,77.5,77.5,77.5,0
2016-09-12,77.5,77.5,77.5,77.5,77.5,0
2016-09-14,77.5,77.5,77.5,77.5,77.5,0
2016-09-15,77.5,77.5,77.5,77.5,77.5,0
2016-09-16,77.5,77.5,77.5,77.5,77.5,0
2016-09-19,77.5,77.5,77.5,77.5,77.5,0
2016-09-20,77.5,77.5,77.5,77.5,77.5,0
2016-09-21,77.5,77.5,77.5,77.5,77.5,0
2016-09-22,77.5,77.5,77.5,77.5,77.5,0
2016-09-23,77.5,77.5,77.5,77.5,77.5,0
2016-09-26,77.5,77.5,77.5,77.5,77.5,0
2016-09-27,77.5,77.5,77.5,77.5,77.5,0
2016-09-28,77.5,77.5,77.5,77.5,77.5,0
2016-09-29,77.5,77.5,77.5,77.5,77.5,0
2016-09-30,77.5,77.5,77.5,77.5,77.5,0
2016-10-03,77.5,77.5,77.5,77.5,77.5,0
2016-10-04,77.5,77.5,77.5,77.5,77.5,0
2016-10-05,77.5,77.5,77.5,77.5,77.5,0
2016-10-06,77.5,77.5,77.5,77.5,77.5,0
2016-10-07,77.5,77.5,77.5,77.5,77.5,0
2016-10-10,77.5,77.5,77.5,77.5,77.5,0
2016-10-13,77.5,77.5,77.5,77.5,77.5,0
2016-10-14,77.5,77.5,77.5,77.5,77.5,0
2016-10-17,77.5,77.5,77.5,77.5,77.5,0
2016-10-18,77.5,77.5,77.5,77.5,77.5,0
2016-10-19,77.5,77.5,77.5,77.5,77.5,0
2016-10-20,77.5,77.5,77.5,77.5,77.5,0
2016-10-21,77.5,77.5,77.5,77.5,77.5,0
2016-10-24,77.5,77.5,77.5,77.5,77.5,0
2016-10-25,87.3499984741211,87.3499984741211,87.3499984741211,87.3499984741211,87.3499984741211,63
2016-10-26,87.3499984741211,87.3499984741211,87.3499984741211,87.3499984741211,87.3499984741211,10
2016-10-27,77.5,77.5,77.5,77.5,77.5,0
