Date,Open,High,Low,Close,Adj Close,Volume
2016-05-13,129.0,135.4499969482422,125.0,135.4499969482422,132.29087829589844,8052683
2016-05-16,140.6999969482422,141.0,135.0,140.1999969482422,136.9300994873047,4533559
2016-05-17,141.0,141.0,134.0,139.0,135.75808715820312,5502478
2016-05-18,137.25,145.9499969482422,137.25,145.9499969482422,142.5459747314453,2127900
2016-05-19,147.1999969482422,149.0,140.14999389648438,142.60000610351562,139.2741241455078,7733437
2016-05-20,143.10000610351562,146.0,136.5500030517578,138.0500030517578,134.83026123046875,4687190
2016-05-23,137.0,138.5,132.0500030517578,136.5500030517578,133.365234375,3453429
2016-05-24,133.5,137.9499969482422,131.8000030517578,132.75,129.6538543701172,3208507
2016-05-25,134.0,134.0,128.14999389648438,133.64999389648438,130.53285217285156,2014257
2016-05-26,133.89999389648438,135.0500030517578,131.60000610351562,133.3000030517578,130.1910400390625,1405951
2016-05-27,135.9499969482422,136.9499969482422,132.10000610351562,132.4499969482422,129.36083984375,237478
2016-05-30,133.9499969482422,134.0,127.0,130.0,126.9679946899414,1885482
2016-05-31,129.0,135.1999969482422,126.5,132.3000030517578,129.21437072753906,2344185
2016-06-01,132.0,135.0,132.0,134.60000610351562,131.46072387695312,688492
2016-06-02,133.0500030517578,140.0,133.0500030517578,138.60000610351562,135.367431640625,3197895
2016-06-03,136.6999969482422,138.89999389648438,134.0,135.0,131.8513946533203,434481
2016-06-06,134.5500030517578,135.14999389648438,130.10000610351562,133.0500030517578,129.94686889648438,619297
2016-06-07,131.35000610351562,135.5,131.35000610351562,133.5500030517578,130.43521118164062,869424
2016-06-08,132.5500030517578,133.5,130.1999969482422,132.85000610351562,129.75152587890625,1740052
2016-06-09,132.1999969482422,134.0,131.75,133.5500030517578,130.43521118164062,322333
2016-06-10,131.60000610351562,139.35000610351562,131.60000610351562,133.5,130.38636779785156,1003831
2016-06-13,132.0,134.0,131.5,133.25,130.14219665527344,1687277
2016-06-14,134.0,137.5,132.9499969482422,136.5500030517578,133.365234375,1142547
2016-06-15,135.0,137.0,133.3000030517578,135.0500030517578,131.9002227783203,278110
2016-06-16,135.0,135.75,132.75,133.0500030517578,129.94686889648438,677301
2016-06-17,133.10000610351562,136.0,133.0500030517578,134.0,130.87469482421875,1235817
2016-06-20,134.0,135.5,132.9499969482422,133.60000610351562,130.48403930664062,969444
2016-06-21,135.0,144.0,135.0,137.75,134.53724670410156,714207
2016-06-22,137.3000030517578,143.89999389648438,137.0,138.5500030517578,135.31858825683594,519549
2016-06-23,137.5500030517578,138.60000610351562,137.0500030517578,138.14999389648438,134.9279022216797,920115
2016-06-24,133.0,141.0500030517578,130.0,136.6999969482422,133.51171875,1693185
2016-06-27,134.0500030517578,137.89999389648438,133.35000610351562,135.1999969482422,132.0467071533203,1927203
2016-06-28,138.0,139.0,133.5,134.35000610351562,131.216552734375,829459
2016-06-29,135.0,139.75,134.14999389648438,138.85000610351562,135.61158752441406,4406576
2016-06-30,139.0,145.89999389648438,137.5,143.75,140.3972930908203,1650763
2016-07-01,142.0,144.25,141.0,142.85000610351562,139.51829528808594,220114
